index,FP,Carregamento,valorFusivel,tipoCurto,I_A_Isolador,I_B_Isolador,I_C_Isolador,I_A1_Isolador,I_B1_Isolador,I_C1_Isolador,I_A_Consumidor,I_B_Consumidor,I_C_Consumidor
1660,0.85,1.05,10,5,14.366705,14.367514,14.365935,14.365913,14.367492,14.366722,14.359074,14.360652,14.359811
1661,0.85,1.05,11,1,79.895403,68.916485,75.885646,80.693431,74.177344,69.84009,2.3877351,2.3873539,4.7750875
1662,0.85,1.05,11,2,30.561941,46.675882,71.964324,57.870838,18.676861,67.776506,8.4036887,18.667477,11.141096
1663,0.85,1.05,11,3,45.816416,72.0598,31.46932,18.131992,67.313181,58.49977,18.121697,10.990188,8.0986595
1664,0.85,1.05,11,4,79.895403,33.304789,50.893524,74.916914,64.277412,18.397849,9.1949349,9.1929127,18.387847
1665,0.85,1.05,11,5,18.395202,18.396442,18.393862,18.393881,18.39646,18.395121,18.387305,18.389884,18.388453
1666,0.85,1.05,12,1,82.631153,71.056814,78.180985,83.329125,76.68471,71.867297,2.7350201,2.7345844,5.4696026
1667,0.85,1.05,12,2,31.882833,48.636445,74.101372,59.580457,20.599538,69.991692,9.3671083,20.59033,12.300211
1668,0.85,1.05,12,3,47.66068,74.216522,32.90445,20.003263,69.465951,60.304751,19.993171,12.151656,9.028099
1669,0.85,1.05,12,4,82.631153,34.751193,53.141616,77.666421,66.450493,20.293218,10.142811,10.140577,20.283388
1670,0.85,1.05,12,5,20.290737,20.292204,20.289071,20.289119,20.292252,20.290586,20.282667,20.2858,20.284033
1671,0.85,1.05,13,1,84.920371,72.866379,80.091304,85.523115,78.797793,73.567964,3.0783553,3.0778677,6.1562209
1672,0.85,1.05,13,2,33.11414,50.383833,75.885156,61.023514,22.446935,71.874008,10.311107,22.437895,13.411196
1673,0.85,1.05,13,3,49.295995,76.020754,34.242584,21.803217,71.288002,61.841885,21.793321,13.269804,9.9376866
1674,0.85,1.05,13,4,84.920371,36.069541,55.12121,79.997098,68.280145,22.115205,11.053986,11.051556,22.105541
1675,0.85,1.05,13,5,22.112898,22.114598,22.110882,22.110965,22.114682,22.112666,22.104634,22.108349,22.106223
1676,0.85,1.05,14,1,88.525879,75.770854,83.091313,88.958243,82.162161,76.275571,3.7516605,3.7510763,7.5027341
1677,0.85,1.05,14,2,35.397536,53.408947,78.698967,63.352,25.93242,74.920152,12.138928,25.9237,15.501535
1678,0.85,1.05,14,3,52.110019,78.877133,36.717714,25.203714,74.220193,64.353318,25.19419,15.38734,11.694494
1679,0.85,1.05,14,4,88.525879,38.443576,58.481344,83.737426,71.202325,25.554625,12.774029,12.771248,25.545276
1680,0.85,1.05,14,5,25.552688,25.554862,25.549911,25.550082,25.555033,25.552256,25.543978,25.548927,25.546023
1681,0.9,1.05,1,1,14.912539,14.538334,14.978999,15.079175,14.641526,14.70921,0.042617262,0.042615334,0.085232578
1682,0.9,1.05,1,2,6.126454,8.697806,14.759892,12.043299,1.6848465,13.533646,0.78899479,1.673594,0.88541988
1683,0.9,1.05,1,3,8.683054,14.761816,6.1430418,1.6686869,13.526222,12.054048,1.6570981,0.87881689,0.77912713
1684,0.9,1.05,1,4,14.912539,6.189547,8.780594,13.670582,12.169485,1.6767838,0.83270038,0.83264986,1.6653502
1685,0.9,1.05,1,5,1.6731419,1.6731675,1.6731445,1.673134,1.673157,1.6731595,1.6655191,1.6655421,1.6655363
1686,0.9,1.05,2,1,23.314562,22.360945,23.39673,23.677964,22.65504,22.739592,0.065884633,0.065880052,0.13176466
1687,0.9,1.05,2,2,10.180279,12.751822,22.884535,19.079387,1.7119351,20.566826,0.77762437,1.7006149,0.92518716
1688,0.9,1.05,2,3,12.72838,22.886502,10.205638,1.687345,20.554412,19.095204,1.6755133,0.91410717,0.76370359
1689,0.9,1.05,2,4,23.314562,10.375909,12.979142,20.947502,19.442192,1.6996496,0.84406914,0.84399101,1.6880601
1690,0.9,1.05,2,5,1.6958938,1.6959205,1.6958975,1.695886,1.695909,1.6959127,1.6881676,1.6881905,1.6881858
1691,0.9,1.05,3,1,27.104272,25.795353,27.167363,27.568167,26.217141,26.282362,0.076149669,0.076143627,0.15229326
1692,0.9,1.05,3,2,11.992107,14.541983,26.489507,22.207635,1.7190916,23.682025,0.77110519,1.7077712,0.93983276
1693,0.9,1.05,3,3,14.514681,26.491479,12.021337,1.6910076,23.667385,22.225685,1.6791031,0.92683914,0.75559638
1694,0.9,1.05,3,4,27.104272,12.276768,14.86481,24.224562,22.728512,1.7050531,0.84675837,0.84666841,1.6934268
1695,0.9,1.05,3,5,1.7012708,1.7012978,1.7012748,1.7012629,1.7012859,1.7012899,1.6935201,1.6935429,1.6935385
1696,0.9,1.05,4,1,32.324869,30.443494,32.322959,32.926847,31.083915,31.081931,0.1788177,0.17880109,0.35761871
1697,0.9,1.05,4,2,13.434482,18.138619,31.389923,25.83674,3.3497418,28.566804,1.4879503,3.3387278,1.862182
1698,0.9,1.05,4,3,18.074837,31.397033,13.504944,3.2859655,28.533969,25.88185,3.2742994,1.8354439,1.4509568
1699,0.9,1.05,4,4,32.324869,13.834814,18.642918,29.402423,26.614757,3.3178196,1.6533291,1.6531236,3.3064528
1700,0.9,1.05,4,5,3.3142015,3.3142697,3.3141836,3.3141641,3.3142502,3.3142323,3.3066024,3.3066883,3.3066539
1701,0.9,1.05,5,1,37.040484,34.555491,36.933521,37.762759,35.440413,35.328608,0.30269912,0.30266757,0.60536655
1702,0.9,1.05,5,2,14.801771,21.356229,35.745606,29.083714,4.9198039,32.906837,2.1672242,4.9090478,2.7681944
1703,0.9,1.05,5,3,21.249036,35.760372,14.922083,4.8158,32.853114,29.162866,4.8043419,2.7277961,2.1047186
1704,0.9,1.05,5,4,37.040484,15.31797,22.065811,34.074197,30.146141,4.867678,2.4284352,2.428096,4.8565313
1705,0.9,1.05,5,5,4.8642036,4.8643236,4.8641396,4.864117,4.864301,4.8642371,4.8567099,4.8568936,4.8568055
1706,0.9,1.05,6,1,39.930887,37.022875,39.733069,40.725445,38.085934,37.878484,0.32454784,0.32451181,0.64905949
1707,0.9,1.05,6,2,16.134211,22.643436,38.377951,31.377421,4.9399296,35.170395,2.1614725,4.9291563,2.799098
1708,0.9,1.05,6,3,22.527637,38.392634,16.263199,4.8296888,35.111651,31.461461,4.8181716,2.7549305,2.096922
1709,0.9,1.05,6,4,39.930887,16.771518,23.489229,36.565708,32.65868,4.8846517,2.4369143,2.4365519,4.8734662
1710,0.9,1.05,6,5,4.8811476,4.8812698,4.8810848,4.8810609,4.8812459,4.8811831,4.873628,4.8738127,4.8737257
1711,0.9,1.05,7,1,51.874908,46.946993,51.064427,52.893389,48.930102,48.070001,0.67679521,0.67670344,1.3534983
1712,0.9,1.05,7,2,20.332759,29.682279,48.963719,39.752075,7.9889814,45.253151,3.4531972,7.9785924,4.6352217
1713,0.9,1.05,7,3,29.440985,48.998732,20.60217,7.7795864,45.132554,39.932714,7.7683628,4.5571678,3.330413
1714,0.9,1.05,7,4,51.874908,21.456322,31.278682,47.883004,42.128332,7.8835907,3.9367168,3.9360008,7.8727176
1715,0.9,1.05,7,5,7.880297,7.8805584,7.8800815,7.880059,7.8805358,7.8803203,7.8728495,7.8733259,7.8730712
1716,0.9,1.05,8,1,60.667854,53.977288,59.123224,61.748747,56.841,55.189378,1.0240365,1.023883,2.047919
1717,0.9,1.05,8,2,23.578818,34.635929,56.439735,45.764397,10.420688,52.326596,4.5065151,10.410553,6.1274692
1718,0.9,1.05,8,3,34.270508,56.494905,23.984067,10.128036,52.144174,46.041034,10.117037,6.0229754,4.3379748
1719,0.9,1.05,8,4,60.667854,25.168242,36.947956,56.148712,49.203263,10.272854,5.131616,5.130582,10.262198
1720,0.9,1.05,8,5,10.269721,10.270127,10.269322,10.269309,10.270114,10.269716,10.262256,10.263061,10.262612
1721,0.9,1.05,9,1,64.213508,56.763292,62.299423,65.286787,60.026804,57.974667,1.2032095,1.2030232,2.406232
1722,0.9,1.05,9,2,24.908366,36.663727,59.379718,48.126574,11.595396,55.135979,5.0294702,11.585378,6.8484731
1723,0.9,1.05,9,3,36.234672,59.445716,25.382246,11.263889,54.921844,48.453162,11.253006,6.7330959,4.8397536
1724,0.9,1.05,9,4,64.213508,26.701754,39.301273,59.506132,52.051574,11.427627,5.7091324,5.7079444,11.417077
1725,0.9,1.05,9,5,11.424578,11.425065,11.42407,11.424065,11.42506,11.424552,11.417088,11.418083,11.417518
1726,0.9,1.05,10,1,72.4789,63.192443,69.537601,73.448447,67.472069,64.302173,1.7491358,1.74885,3.4979848
1727,0.9,1.05,10,2,28.15668,41.548695,66.07846,53.516328,14.964638,61.623884,6.5805214,14.954942,8.9116958
1728,0.9,1.05,10,3,40.928409,66.178963,28.831919,14.527807,61.314204,53.995981,14.517269,8.7734851,6.3320026
1729,0.9,1.05,10,4,72.4789,30.439517,45.011533,67.408913,58.689666,14.742366,7.3668704,7.3652488,14.732119
1730,0.9,1.05,10,5,14.739583,14.740336,14.738687,14.738717,14.740366,14.739469,14.731959,14.733608,14.732638
1731,0.9,1.05,11,1,79.895403,68.955117,75.84647,80.657867,74.214625,69.837139,2.4767997,2.4763844,4.9531825
1732,0.9,1.05,11,2,31.484939,46.310037,71.934283,58.272386,19.125012,67.446305,8.5923448,19.115701,11.446988
1733,0.9,1.05,11,3,45.443052,72.08363,32.407318,18.570203,67.012437,58.956041,18.560107,11.299974,8.270393
1734,0.9,1.05,11,4,79.895403,34.180274,50.555008,74.632131,64.671641,18.840749,9.4165058,9.4143734,18.830879
1735,0.9,1.05,11,5,18.838355,18.8395,18.836817,18.836921,18.839605,18.838067,18.830435,18.833118,18.831486
1736,0.9,1.05,12,1,82.631153,71.103508,78.13666,83.288121,76.728611,71.865948,2.8359222,2.8354448,5.671365
1737,0.9,1.05,12,2,32.910896,48.231876,74.069483,60.034592,21.075974,69.622956,9.569044,21.066843,12.631686
1738,0.9,1.05,12,3,47.247227,74.243867,33.945542,20.469851,69.12934,60.81815,20.459965,12.488567,9.2105545
1739,0.9,1.05,12,4,82.631153,35.736494,52.759817,77.343175,66.89878,20.764387,10.378528,10.376166,20.754694
1740,0.9,1.05,12,5,20.7622,20.763552,20.760299,20.760451,20.763704,20.761803,20.754092,20.757345,20.75534
1741,0.9,1.05,13,1,84.920371,72.921122,80.042073,85.476822,78.848213,73.568404,3.1907018,3.1901643,6.3808639
1742,0.9,1.05,13,2,34.236707,49.94495,75.851868,61.527094,22.947695,71.469912,10.52471,22.938736,13.766346
1743,0.9,1.05,13,3,48.846958,76.051459,35.375863,22.294423,70.918354,62.40849,22.284739,13.632043,10.129171
1744,0.9,1.05,13,4,84.920371,37.155679,54.699762,79.637734,68.77956,22.610784,11.301919,11.299342,22.601261
1745,0.9,1.05,13,5,22.608812,22.610375,22.606523,22.606728,22.610581,22.608291,22.600493,22.604344,22.601943
1746,0.9,1.05,14,1,88.525879,75.841387,83.032929,88.901846,82.225196,76.279917,3.8857121,3.8850605,7.7707697
1747,0.9,1.05,14,2,36.679092,52.913018,78.663995,63.945001,26.471721,74.454132,12.371567,26.463086,15.899224
1748,0.9,1.05,14,3,51.601746,78.914016,38.004919,25.734529,73.792363,65.014788,25.725225,15.795642,11.899524
1749,0.9,1.05,14,4,88.525879,39.704626,57.990756,83.312744,71.794964,26.089153,13.04146,13.038493,26.079952
1750,0.9,1.05,14,5,26.087634,26.089624,26.084509,26.08484,26.089955,26.08683,26.078837,26.083951,26.080697
1751,0.95,1.05,1,1,14.912539,14.538316,14.978752,15.079018,14.641599,14.709031,0.044421839,0.044419814,0.088841633
1752,0.95,1.05,1,2,6.1410673,8.7036588,14.759189,12.046277,1.7415583,13.533436,0.81544922,1.7304114,0.91583236
1753,0.95,1.05,1,3,8.6889029,14.762307,6.1586024,1.7248291,13.526724,12.058336,1.7133605,0.90908272,0.80516716
1754,0.95,1.05,1,4,14.912539,6.2013821,8.788675,13.672256,12.171557,1.7332102,0.86097086,0.86091819,1.7218891
1755,0.95,1.05,1,5,1.729613,1.7296383,1.7296139,1.7296031,1.7296275,1.7296284,1.7220636,1.7220878,1.7220802
1756,0.95,1.05,2,1,23.314562,22.360959,23.396163,23.677586,22.655244,22.739212,0.068674134,0.068669328,0.13734343
1757,0.95,1.05,2,2,10.189985,12.755922,22.883385,19.081009,1.7747639,20.566065,0.8060752,1.7635123,0.95975124
1758,0.95,1.05,2,3,12.732422,22.887199,10.216999,1.7492291,20.554716,19.098912,1.7374905,0.94834033,0.79155826
1759,0.95,1.05,2,4,23.314562,10.381754,12.986939,20.949759,19.442537,1.7620054,0.87528883,0.87520736,1.7504962
1760,0.95,1.05,2,5,1.758283,1.7583097,1.7582852,1.7582726,1.7582971,1.7582992,1.7506081,1.7506325,1.7506259
1761,0.95,1.05,3,1,27.104272,25.795406,27.166621,27.567664,26.217432,26.281886,0.079373674,0.079367324,0.15874096
1762,0.95,1.05,3,2,12.002142,14.544109,26.488153,22.209709,1.7835073,23.680191,0.79991897,1.7722447,0.97565593
1763,0.95,1.05,3,3,14.516725,26.492258,12.033331,1.7543211,23.66677,22.230186,1.742504,0.96225073,0.78374296
1764,0.95,1.05,3,4,27.104272,12.282502,14.871266,24.226234,22.72917,1.7689169,0.87872817,0.87863438,1.7573625
1765,0.95,1.05,3,5,1.7651652,1.7651922,1.7651677,1.7651544,1.765179,1.7651814,1.7574599,1.7574844,1.757478
1766,0.95,1.05,4,1,32.324869,30.443767,32.320976,32.925465,31.084781,31.080735,0.18633008,0.18631257,0.37264256
1767,0.95,1.05,4,2,13.488784,18.128115,31.386739,25.855474,3.4652668,28.551493,1.5384094,3.4543382,1.9279591
1768,0.95,1.05,4,3,18.064131,31.398753,13.563206,3.3992655,28.521496,25.906032,3.3877235,1.9005944,1.4998184
1769,0.95,1.05,4,4,32.324869,13.878914,18.641208,29.394771,26.630458,3.4322274,1.7105892,1.710375,3.4209642
1770,0.95,1.05,4,5,3.4286573,3.4287238,3.4286324,3.4286135,3.4287049,3.4286801,3.4211215,3.4212127,3.4211708
1771,0.95,1.05,5,1,37.040484,34.556231,36.929844,37.760136,35.442171,35.326528,0.31531849,0.31528504,0.63060338
1772,0.95,1.05,5,2,14.919201,21.325848,35.740272,29.126744,5.0787617,32.872143,2.2352971,5.0681082,2.8606673
1773,0.95,1.05,5,3,21.218274,35.763119,15.045197,4.9714297,32.823121,29.214701,4.9601212,2.8195993,2.1700765
1774,0.95,1.05,5,4,37.040484,15.418705,22.048531,34.051587,30.184567,5.0249603,2.5071461,2.5067923,5.0139383
1775,0.95,1.05,5,5,5.0215497,5.0216647,5.0214706,5.0214519,5.0216461,5.021567,5.0141288,5.0143226,5.0142186
1776,0.95,1.05,6,1,39.930887,37.02388,39.728922,40.722443,38.088027,37.876239,0.3380779,0.33803976,0.67611749
1777,0.95,1.05,6,2,16.250581,22.609582,38.3722,31.420874,5.1030459,35.133813,2.230973,5.0923657,2.8945366
1778,0.95,1.05,6,3,22.493303,38.395568,16.385953,4.9891994,35.080076,31.514455,4.977827,2.8495447,2.1635952
1779,0.95,1.05,6,4,39.930887,16.870483,23.469496,36.542078,32.697367,5.0459526,2.5176313,2.5172533,5.0348846
1780,0.95,1.05,6,5,5.0425101,5.0426276,5.042432,5.0424117,5.0426073,5.0425292,5.035058,5.0352533,5.0351502
1781,0.95,1.05,7,1,51.874908,46.951209,51.054513,52.885761,48.936247,48.065726,0.70459074,0.70449316,1.4090835
1782,0.95,1.05,7,2,20.598765,29.59055,48.9523,39.856657,8.2359221,45.164678,3.5557464,8.2256342,4.7857439
1783,0.95,1.05,7,3,29.347788,49.004519,20.878654,8.0203524,45.053857,40.05586,8.0093025,4.7068641,3.4273747
1784,0.95,1.05,7,4,51.874908,21.691532,31.209979,47.817748,42.225505,8.1274043,4.0587072,4.0579592,8.1166663
1785,0.95,1.05,7,5,8.1242024,8.1244493,8.1239474,8.1239384,8.1244403,8.1241852,8.1168202,8.1173216,8.1170263
1786,0.95,1.05,8,1,60.667854,53.986448,59.107407,61.735981,56.852281,55.184056,1.0655955,1.0654314,2.1310264
1787,0.95,1.05,8,2,23.978452,34.490338,56.423562,45.925899,10.731261,52.190144,4.6348047,10.721229,6.3219982
1788,0.95,1.05,8,3,34.122093,56.503699,24.39697,10.430557,52.021644,46.229218,10.419748,6.2169683,4.4582492
1789,0.95,1.05,8,4,60.667854,25.52859,36.830273,56.042841,49.356198,10.579324,5.2849467,5.2838647,10.568811
1790,0.95,1.05,8,5,10.576312,10.576693,10.575847,10.575859,10.576705,10.57624,10.568903,10.569748,10.569231
1791,0.95,1.05,9,1,64.213508,56.775448,62.280624,65.271305,60.040969,57.969136,1.2517586,1.2515592,2.503317
1792,0.95,1.05,9,2,25.37463,36.492157,59.361414,48.316995,11.934825,54.975854,5.1697877,11.924909,7.0635382
1793,0.95,1.05,9,3,36.059489,59.456132,25.862694,11.594514,54.777591,48.674118,11.583827,6.9479073,4.970842
1794,0.95,1.05,9,4,64.213508,27.125767,39.158873,59.379486,52.233192,11.762555,5.8766975,5.8754533,11.752151
1795,0.95,1.05,9,5,11.759642,11.760098,11.759054,11.75908,11.760123,11.759535,11.752202,11.753245,11.752598
1796,0.95,1.05,10,1,72.4789,63.214953,69.510112,73.424639,67.495564,64.297109,1.8185385,1.8182304,3.6367678
1797,0.95,1.05,10,2,28.814162,41.30607,66.054854,53.792103,15.380169,61.396547,6.7537681,15.370578,9.1830544
1798,0.95,1.05,10,3,40.679545,66.194497,29.504598,14.932953,61.107955,54.312685,14.922628,9.0459104,6.492329
1799,0.95,1.05,10,4,72.4789,31.050613,44.797932,67.220883,58.956952,15.152527,7.5720695,7.570366,15.142435
1800,0.95,1.05,10,5,15.149933,15.150631,15.148907,15.14899,15.150715,15.149688,15.142338,15.144061,15.14296
1801,0.95,1.05,11,1,79.895402,68.993064,75.808339,80.623145,74.251114,69.834523,2.5729948,2.5725429,5.145536
1802,0.95,1.05,11,2,32.366281,45.990748,71.905924,58.653997,19.621284,67.14074,8.8025669,19.612084,11.782883
1803,0.95,1.05,11,3,45.113856,72.106075,33.302232,19.05524,66.733415,59.389495,19.045371,11.639552,8.4625355
1804,0.95,1.05,11,4,79.895403,35.0187,50.258014,74.368372,65.046754,19.331106,9.661825,9.6595747,19.321399
1805,0.95,1.05,11,5,19.328976,19.330031,19.327235,19.327427,19.330222,19.328482,19.321052,19.323847,19.322011
1806,0.95,1.05,12,1,82.631153,71.1494,78.093634,83.248145,76.771561,71.865049,2.944928,2.944406,5.889332
1807,0.95,1.05,12,2,33.88904,47.881561,74.039568,60.464714,21.60524,69.283297,9.7950334,21.596222,12.996149
1808,0.95,1.05,12,3,46.885251,74.269643,34.935681,20.987863,68.818366,61.304366,20.978209,12.858282,9.4157583
1809,0.95,1.05,12,4,82.631153,36.676256,52.426669,77.04493,67.323805,21.287664,10.640319,10.63782,21.278138
1810,0.95,1.05,12,5,21.285781,21.287023,21.283639,21.283896,21.28728,21.285138,21.277652,21.281035,21.278787
1811,0.95,1.05,13,1,84.920371,72.974948,79.994416,85.431756,78.897518,73.569428,3.3120996,3.3115089,6.6236062
1812,0.95,1.05,13,2,35.301694,49.567898,75.820848,62.002625,23.505779,71.099305,10.764826,23.496936,14.157303
1813,0.95,1.05,13,3,48.456597,76.080429,36.450999,22.841445,70.578235,62.943636,22.831998,14.029944,10.345713
1814,0.95,1.05,13,4,84.92037,38.188125,54.334019,79.307334,69.251567,23.162907,11.578145,11.575412,23.153556
1815,0.95,1.05,13,5,23.16128,23.162713,23.158712,23.159042,23.163042,23.160474,23.152923,23.156923,23.15424
1816,0.95,1.05,14,1,88.525879,75.910788,82.976726,88.847103,82.28678,76.285168,4.030633,4.0299092,8.0605392
1817,0.95,1.05,14,2,37.889938,52.493502,78.631883,64.502171,27.076732,74.030216,12.635549,27.068218,16.337901
1818,0.95,1.05,14,3,51.166039,78.948894,39.22192,26.329366,73.401659,65.636694,26.320306,16.244894,12.134145
1819,0.95,1.05,14,4,88.525879,40.897215,57.569554,82.924796,72.352089,26.688513,13.341328,13.338163,26.679489
1820,0.95,1.05,14,5,26.68742,26.689237,26.683941,26.684433,26.689729,26.68625,26.678551,26.683846,26.680234
1821,1,1.05,1,1,14.912539,14.538297,14.978508,15.078862,14.641669,14.708852,0.04633282,0.046330656,0.092663455
1822,1,1.05,1,2,6.1577051,8.7096681,14.758505,12.049932,1.8016475,13.532996,0.84349111,1.7906382,0.94806968
1823,1,1.05,1,3,8.6948914,14.762781,6.1761159,1.7843156,13.526973,12.063255,1.7729989,0.94116335,0.83277087
1824,1,1.05,1,4,14.912539,6.215316,8.7968194,13.673639,12.174334,1.7929974,0.89093776,0.89088279,1.7818205
1825,1,1.05,1,5,1.7894558,1.7894808,1.789455,1.789444,1.7894698,1.789469,1.782001,1.7820267,1.7820171
1826,1,1.05,2,1,23.314562,22.360969,23.395604,23.677214,22.655443,22.738835,0.0716281,0.071623049,0.14325112
1827,1,1.05,2,2,10.20131,12.759994,22.882257,19.083234,1.8412519,20.565042,0.83619428,1.8301031,0.99634746
1828,1,1.05,2,3,12.736422,22.887875,10.229898,1.8147189,20.554732,19.103166,1.803107,0.98458547,0.82104669
1829,1,1.05,2,4,23.314562,10.389295,12.994588,20.951674,19.443518,1.8279936,0.90834178,0.9082568,1.8165986
1830,1,1.05,2,5,1.8243161,1.8243427,1.8243165,1.8243031,1.8243293,1.8243297,1.8167151,1.8167412,1.8167326
1831,1,1.05,3,1,27.104272,25.795453,27.165888,27.567168,26.217716,26.281411,0.082787752,0.082781073,0.16556879
1832,1,1.05,3,2,12.013629,14.546191,26.486824,22.212338,1.8516654,23.678111,0.83041787,1.8404953,1.0135808
1833,1,1.05,3,3,14.51871,26.493016,12.046693,1.8213149,23.665882,22.23518,1.8096191,0.99973931,0.81353596
1834,1,1.05,3,4,27.104272,12.289772,14.877546,24.227576,22.73042,1.8364919,0.91257087,0.91247305,1.8250439
1835,1,1.05,3,5,1.8327824,1.8328094,1.8327832,1.8327688,1.832795,1.8327958,1.8251456,1.8251717,1.8251634
1836,1,1.05,4,1,32.324869,30.444024,32.319018,32.924104,31.085628,31.079545,0.19428519,0.19426669,0.38855179
1837,1,1.05,4,2,13.545475,18.118867,31.383629,25.874869,3.5876721,28.536349,1.5918844,3.5768616,1.9976705
1838,1,1.05,4,3,18.054609,31.400406,13.623593,3.5193162,28.509093,25.930693,3.5079295,1.9696372,1.5516036
1839,1,1.05,4,4,32.324869,13.925707,18.640382,29.387044,26.646931,3.5534504,1.7712732,1.7710497,3.5423229
1840,1,1.05,4,5,3.5499393,3.5500041,3.5499072,3.5498892,3.5499861,3.549954,3.5424883,3.542585,3.5425353
1841,1,1.05,5,1,37.040484,34.55694,36.926217,37.757554,35.443892,35.324462,0.32868125,0.32864583,0.65732692
1842,1,1.05,5,2,15.038613,21.298883,35.735084,29.169984,5.2474797,32.838573,2.3075742,5.2369598,2.9588161
1843,1,1.05,5,3,21.190767,35.765735,15.169797,5.1366183,32.794046,29.266401,5.1254884,2.9170236,2.2394814
1844,1,1.05,5,4,37.040484,15.522103,22.033996,34.029649,30.223409,5.1919018,2.5907019,2.5903326,5.1810345
1845,1,1.05,5,5,5.1885654,5.1886754,5.1884706,5.1884564,5.1886612,5.1885665,5.1812372,5.1814417,5.1813212
1846,1,1.05,6,1,39.930887,37.024846,39.724831,40.71949,38.090075,37.874008,0.35240505,0.35236464,0.70476951
1847,1,1.05,6,2,16.368827,22.579086,38.366599,31.464513,5.2760785,35.098346,2.3047185,5.2655233,2.9957818
1848,1,1.05,6,3,22.462162,38.398368,16.510074,5.1584109,35.049404,31.567276,5.1472126,2.9499026,2.2343498
1849,1,1.05,6,4,39.930887,16.971991,23.452423,36.519095,32.736448,5.2170616,2.6032681,2.6028735,5.2061416
1850,1,1.05,6,5,5.2136914,5.2138041,5.2135974,5.2135812,5.2137879,5.213694,5.2063271,5.2065335,5.2064136
1851,1,1.05,7,1,51.874908,46.955316,51.044751,52.878263,48.942268,48.061488,0.73402257,0.73391873,1.4679409
1852,1,1.05,7,2,20.862313,29.508003,48.941235,39.959251,8.4984609,45.080277,3.6648459,8.4883044,4.9457045
1853,1,1.05,7,3,29.263344,49.009991,21.15167,8.2763276,44.978694,40.176228,8.2654773,4.8659043,3.530563
1854,1,1.05,7,4,51.874908,21.92594,31.148992,47.755559,42.32112,8.3866198,4.1884135,4.1876315,8.376045
1855,1,1.05,7,5,8.38352,8.3837523,8.3832243,8.3832297,8.3837578,8.383462,8.3762216,8.3767492,8.3764118
1856,1,1.05,8,1,60.667854,53.995404,59.091861,61.723447,56.863338,55.178798,1.1095999,1.1094246,2.2190239
1857,1,1.05,8,2,24.36968,34.359823,56.407952,46.082745,11.061933,52.060937,4.7715424,11.052031,6.5289307
1858,1,1.05,8,3,33.988032,56.51199,24.800123,10.752648,51.905467,46.411546,10.742052,6.4232507,4.5865096
1859,1,1.05,8,4,60.667854,25.883031,36.725504,55.942723,49.505064,10.905625,5.4482072,5.4470744,10.895282
1860,1,1.05,8,5,10.902744,10.903099,10.902211,10.902249,10.903137,10.902604,10.895407,10.896295,10.895708
1861,1,1.05,9,1,64.213508,56.787348,62.262166,65.256112,60.054851,57.963688,1.3031639,1.3029505,2.6061136
1862,1,1.05,9,2,25.82901,36.338837,59.343786,48.501235,12.296489,54.824719,5.319493,12.286705,7.292426
1863,1,1.05,9,3,35.901675,59.465944,26.329802,11.946786,54.641237,48.887485,11.936317,7.1764226,5.1107884
1864,1,1.05,9,4,64.213508,27.540781,39.032218,59.260093,52.409277,12.11942,6.0552457,6.0539419,12.109187
1865,1,1.05,9,5,12.116654,12.117077,12.115982,12.11604,12.117135,12.116464,12.109279,12.110374,12.109642
1866,1,1.05,10,1,72.4789,63.237036,69.483213,73.401324,67.518583,64.292202,1.8920225,1.8916909,3.7837122
1867,1,1.05,10,2,29.448257,41.091723,66.032289,54.056635,15.823958,61.18382,6.9391919,15.814501,9.4722446
1868,1,1.05,10,3,40.457578,66.209127,30.152334,15.36561,60.914582,54.616147,15.355517,9.3360525,6.6641026
1869,1,1.05,10,4,72.4789,31.642076,44.609132,67.045011,59.213758,15.590566,7.7912214,7.7894313,15.580653
1870,1,1.05,10,5,15.58817,15.588814,15.58701,15.587148,15.588952,15.587792,15.580617,15.58242,15.581183
1871,1,1.05,11,1,79.895403,69.030343,75.771214,80.589235,74.286836,69.832223,2.6748459,2.6743551,5.3491992
1872,1,1.05,11,2,33.208458,45.713496,71.879125,59.017071,20.153056,66.857694,9.0286157,20.143993,12.141416
1873,1,1.05,11,3,44.82465,72.127237,34.156784,19.574864,66.474258,59.801745,19.565239,12.001694,8.6695096
1874,1,1.05,11,4,79.895403,35.822027,49.998433,74.123785,65.404082,19.856492,9.9246737,9.9222987,19.846972
1875,1,1.05,11,5,19.854636,19.855603,19.852688,19.852968,19.855883,19.853935,19.846721,19.849634,19.847588
1876,1,1.05,12,1,82.631153,71.194505,78.051855,83.209161,76.813588,71.86457,3.0603432,3.0597737,6.1201147
1877,1,1.05,12,2,34.820609,47.580075,74.011482,60.872611,22.173337,68.970139,10.038644,22.164458,13.385439
1878,1,1.05,12,3,46.569741,74.293967,35.878375,21.543724,68.530775,61.765419,21.534319,13.252784,9.637455
1879,1,1.05,12,4,82.631153,37.573291,52.137228,76.769413,67.727291,21.849264,10.921285,10.918642,21.839927
1880,1,1.05,12,5,21.847693,21.848828,21.845306,21.845669,21.849192,21.846805,21.839554,21.843076,21.84058
1881,1,1.05,13,1,84.920371,73.027873,79.948266,85.38787,78.945742,73.570995,3.4406359,3.4399885,6.8806219
1882,1,1.05,13,2,36.31323,49.246315,75.791927,62.452291,24.105852,70.759141,11.024337,24.097149,14.575149
