index,FP,Carregamento,valorFusivel,tipoCurto,I_A_Isolador,I_B_Isolador,I_C_Isolador,I_A1_Isolador,I_B1_Isolador,I_C1_Isolador,I_A_Consumidor,I_B_Consumidor,I_C_Consumidor
1580,0.8,1.05,8,5,8.9601319,8.9602861,8.9597203,8.9597672,8.9603329,8.9599214,8.9531846,8.9537499,8.9532939
1581,0.8,1.05,9,1,64.213508,56.687052,62.173858,65.229043,60.022168,57.834903,1.0710606,1.0708727,2.1419327
1582,0.8,1.05,9,2,27.627038,33.844362,59.243476,49.667624,10.125811,53.376657,4.3190504,10.116246,6.0495072
1583,0.8,1.05,9,3,33.523004,59.408147,28.036406,9.8375651,53.29226,50.023056,9.8276079,5.9373732,4.1573608
1584,0.8,1.05,9,4,64.213508,29.49941,36.617965,57.903016,53.68512,9.9800431,4.9856558,4.984536,9.9701916
1585,0.8,1.05,9,5,9.9773907,9.9775706,9.97687,9.9769398,9.9776403,9.9771197,9.970422,9.971122,9.9705519
1586,0.8,1.05,10,1,72.4789,63.085432,69.335964,73.351965,67.474479,64.086603,1.559548,1.5592503,3.1187974
1587,0.8,1.05,10,2,31.391365,37.97325,65.875509,55.40155,13.104504,59.379224,5.6455622,13.095184,7.9152879
1588,0.8,1.05,10,3,37.496873,66.109304,31.970209,12.724973,59.247535,55.913668,12.715342,7.7749846,5.4333013
1589,0.8,1.05,10,4,72.4789,33.843031,41.609026,65.380027,60.733652,12.9116,6.4517847,6.4502224,12.902007
1590,0.8,1.05,10,5,12.909316,12.909579,12.908409,12.908565,12.909735,12.908828,12.902234,12.903403,12.902433
1591,0.8,1.05,11,1,79.895402,68.813746,75.54065,80.506639,74.231116,69.522492,2.2129901,2.2125382,4.425527
1592,0.8,1.05,11,2,35.161529,41.881206,71.646389,60.511669,16.80798,64.648124,7.3665485,16.798966,10.236813
1593,0.8,1.05,11,3,41.196094,71.966888,35.949187,16.326698,64.447268,61.226304,16.317472,10.075342,7.0906891
1594,0.8,1.05,11,4,79.895403,38.158111,46.336149,72.121597,67.160336,16.561773,8.2773093,8.2751919,16.552501
1595,0.8,1.05,11,5,16.560029,16.560414,16.558494,16.558799,16.560718,16.559184,16.5527,16.554619,16.553002
1596,0.8,1.05,12,1,82.631153,70.947414,77.779386,83.10936,76.753278,71.503816,2.5364763,2.5359453,5.07242
1597,0.8,1.05,12,2,36.72609,43.434343,73.741701,62.41443,18.554854,66.583146,8.2024687,18.545987,11.332996
1598,0.8,1.05,12,3,42.646461,74.102747,37.609708,18.029554,66.346004,63.22613,18.020516,11.167319,7.8947355
1599,0.8,1.05,12,4,82.631153,39.919516,48.186291,74.623656,69.572405,18.285292,9.139277,9.1368952,18.276172
1600,0.8,1.05,12,5,18.283835,18.284284,18.281946,18.282337,18.284675,18.282787,18.276348,18.278686,18.276707
1601,0.8,1.05,13,1,84.920371,72.751654,79.634286,85.270786,78.881477,73.160391,2.8567008,2.8560895,5.7127884
1602,0.8,1.05,13,2,38.147074,44.812842,75.486042,64.027134,20.237147,68.20913,9.0207625,20.228422,12.389901
1603,0.8,1.05,13,3,43.924117,75.885723,39.121034,19.671565,67.934962,64.932778,19.662706,12.223846,8.68054
1604,0.8,1.05,13,4,84.920371,41.498914,49.803082,76.727779,71.616638,19.946032,9.9698484,9.9672096,19.937058
1605,0.8,1.05,13,5,19.94487,19.945386,19.942606,19.94309,19.945871,19.943606,19.937207,19.939987,19.937623
1606,0.8,1.05,14,1,88.525879,75.648512,82.527646,88.642586,82.276294,75.785069,3.4859022,3.4851272,6.9710268
1607,0.8,1.05,14,2,40.676975,47.202282,78.2275,66.633759,23.422112,70.806223,10.603485,23.413661,14.395744
1608,0.8,1.05,14,3,46.119148,78.698889,41.815616,22.785309,70.456662,67.717694,22.776786,14.239229,10.19564
1609,0.8,1.05,14,4,88.525879,44.257879,52.531448,80.070777,74.903329,23.092409,11.543424,11.540289,23.083712
1610,0.8,1.05,14,5,23.09186,23.092514,23.088791,23.089478,23.093201,23.090131,23.083795,23.087517,23.084333
1611,0.85,1.05,1,1,14.912539,14.537503,14.978154,15.078884,14.641264,14.708089,0.039637385,0.039635494,0.079272862
1612,0.85,1.05,1,2,6.4489495,8.4166422,14.75739,12.218817,1.5359062,13.36228,0.71755305,1.5252304,0.80840868
1613,0.85,1.05,1,3,8.4054099,14.763019,6.4647726,1.5211441,13.359162,12.231494,1.5101976,0.80222867,0.70869755
1614,0.85,1.05,1,4,14.912539,6.5065569,8.5065442,13.504994,12.343368,1.5285383,0.75888139,0.7588339,1.5177153
1615,0.85,1.05,1,5,1.5250824,1.5251004,1.5250824,1.5250715,1.5250894,1.5250895,1.5178636,1.5178815,1.517874
1616,0.85,1.05,2,1,23.314562,22.359069,23.39463,23.677171,22.654529,22.736922,0.061275325,0.061270936,0.12254623
1617,0.85,1.05,2,2,10.506222,12.45272,22.879875,19.258475,1.5719555,20.385749,0.71232712,1.5611174,0.85078531
1618,0.85,1.05,2,3,12.434904,22.888045,10.531147,1.5493154,20.380326,19.27785,1.5380784,0.84045257,0.69967073
1619,0.85,1.05,2,4,23.314562,10.693786,12.69176,20.776118,19.619454,1.5606425,0.7748327,0.77475951,1.5495922
1620,0.85,1.05,2,5,1.5570643,1.5570834,1.5570651,1.5570505,1.5570689,1.5570696,1.5496915,1.5497098,1.5497028
1621,0.85,1.05,3,1,27.104272,25.792921,27.164514,27.567054,26.21653,26.278807,0.070820957,0.070815172,0.1416361
1622,0.85,1.05,3,2,12.321446,14.234786,26.483768,22.388867,1.5815862,23.496235,0.70771518,1.5707164,0.86589136
1623,0.85,1.05,3,3,14.214047,26.493051,12.350383,1.555672,23.489777,22.411199,1.5443545,0.85377974,0.69356598
1624,0.85,1.05,3,4,27.104272,12.597269,14.571223,24.05017,22.908093,1.568631,0.77880418,0.77871996,1.5575241
1625,0.85,1.05,3,5,1.5650237,1.5650431,1.5650246,1.5650084,1.5650269,1.5650278,1.5576118,1.5576302,1.5576234
1626,0.85,1.05,4,1,32.324869,30.437084,32.314949,32.92358,31.082507,31.072192,0.1663967,0.16638049,0.33277712
1627,0.85,1.05,4,2,14.109105,17.528978,31.376305,26.203113,3.0654564,28.192239,1.3557538,3.0549216,1.7095097
1628,0.85,1.05,4,3,17.479705,31.399145,14.176615,3.0070195,28.177503,26.256562,2.9960029,1.6844258,1.3222922
1629,0.85,1.05,4,4,32.324869,14.49431,18.060772,29.052198,26.980046,3.0362038,1.5127983,1.5126046,3.0254028
1630,0.85,1.05,4,5,3.0327792,3.0328218,3.0327537,3.0327358,3.0328038,3.0327784,3.0255502,3.0256181,3.0255776
1631,0.85,1.05,5,1,37.040484,34.543787,36.917985,37.7562,35.438202,35.310146,0.28181672,0.28178534,0.56360193
1632,0.85,1.05,5,2,15.807789,20.454446,35.722207,29.628446,4.4894183,32.347246,1.965192,4.4791451,2.537817
1633,0.85,1.05,5,3,20.370608,35.761783,15.920374,4.3944822,32.322714,29.719575,4.3837075,2.4996076,1.9088962
1634,0.85,1.05,5,4,37.040484,16.307138,21.205448,33.553003,30.692906,4.441835,2.215798,2.215476,4.431274
1635,0.85,1.05,5,5,4.4385703,4.4386385,4.4384944,4.438482,4.4386261,4.4385502,4.4314633,4.4316072,4.4315093
1636,0.85,1.05,6,1,39.930887,37.009814,39.715071,40.717698,38.083729,37.857385,0.30214774,0.30211204,0.60425963
1637,0.85,1.05,6,2,17.147121,21.7252,38.351755,31.925802,4.5151096,34.600853,1.9632137,4.5047938,2.5701072
1638,0.85,1.05,6,3,21.634638,38.39361,17.268661,4.41432,34.57381,32.023363,4.4034814,2.5283942,1.9049122
1639,0.85,1.05,6,4,39.930887,17.767115,22.615621,36.037995,33.210534,4.4645701,2.2271494,2.2268056,4.453955
1640,0.85,1.05,6,5,4.4612765,4.4613464,4.4612008,4.4611862,4.4613318,4.4612561,4.4541317,4.4542771,4.4541792
1641,0.85,1.05,7,1,51.874908,46.917439,51.016244,52.871129,48.927957,48.016628,0.63061691,0.63052404,1.2611406
1642,0.85,1.05,7,2,21.953396,28.174464,48.904998,40.634495,7.2984977,44.30592,3.124123,7.2885141,4.2645124
1643,0.85,1.05,7,3,27.98186,48.992326,22.201694,7.1075159,44.247586,40.838414,7.0969995,4.1896375,3.0131949
1644,0.85,1.05,7,4,51.874908,23.07328,29.848601,47.015989,43.034137,7.2023926,3.5963838,3.5956959,7.1920796
1645,0.85,1.05,7,5,7.1993555,7.1994899,7.1991151,7.1991252,7.1995,7.1992596,7.1922858,7.1926602,7.1923841
1646,0.85,1.05,8,1,60.667854,53.932677,59.039517,61.708333,56.841771,55.10049,0.95476654,0.95460842,1.9093744
1647,0.85,1.05,8,2,25.629703,32.662217,56.346957,46.893072,9.5293015,51.077438,4.0713134,9.5195216,5.6526912
1648,0.85,1.05,8,3,32.366172,56.477454,25.999573,9.2626314,50.985495,47.200885,9.2523472,5.5509803,3.9186976
1649,0.85,1.05,8,4,60.667854,27.244011,35.077742,55.014637,50.382464,9.3946406,4.6927647,4.6917601,9.3845247
1650,0.85,1.05,8,5,9.391817,9.3920164,9.3913815,9.3914264,9.3920613,9.3916257,9.3847293,9.3853638,9.3848816
1651,0.85,1.05,9,1,64.213508,56.711687,62.196367,65.236211,60.029908,57.867129,1.1221656,1.1219721,2.244137
1652,0.85,1.05,9,2,27.146258,34.47217,59.269416,49.366689,10.608701,53.744656,4.5411481,10.599016,6.3260343
1653,0.85,1.05,9,3,34.122185,59.42174,27.577056,10.306785,53.634674,49.727676,10.296617,6.2127893,4.3691679
1654,0.85,1.05,9,4,64.213508,28.983196,37.224373,58.246673,53.357657,10.455975,5.2235576,5.2223968,10.445954
1655,0.85,1.05,9,5,10.453265,10.4535,10.452714,10.452782,10.453567,10.453016,10.446153,10.446938,10.446336
1656,0.85,1.05,10,1,72.4789,63.122574,69.373512,73.36498,67.484772,64.138054,1.6328123,1.6325072,3.2653185
1657,0.85,1.05,10,2,30.852887,38.762903,65.916034,55.048609,13.711297,59.84164,5.9335179,13.701879,8.2626336
1658,0.85,1.05,10,3,38.247454,66.132932,31.461361,13.314165,59.674232,55.569351,13.304336,8.1228476,5.7074977
1659,0.85,1.05,10,4,72.4789,33.246582,42.367635,65.805446,60.337919,13.509359,6.7506133,6.749,13.499613
1660,0.85,1.05,10,5,13.507016,13.507366,13.506059,13.50621,13.507517,13.50656,13.49978,13.501086,13.500062
1661,0.85,1.05,11,1,79.895402,68.866657,75.59953,80.528401,74.243847,69.600044,2.3148675,2.3144069,4.6292729
1662,0.85,1.05,11,2,34.590436,42.857979,71.70658,60.110462,17.557229,65.219561,7.7378447,17.548141,10.663089
1663,0.85,1.05,11,3,42.122327,72.00501,35.416695,17.054193,64.970952,60.837989,17.044785,10.505867,7.4437383
1664,0.85,1.05,11,4,79.895403,37.499291,47.269076,72.638539,66.694619,17.299732,8.6462513,8.644076,17.290327
1665,0.85,1.05,11,5,17.297926,17.298445,17.296309,17.296605,17.298742,17.297125,17.290422,17.292557,17.290854
1666,0.85,1.05,12,1,82.631153,71.007694,77.849032,83.135668,76.766904,71.594178,2.6520871,2.6515476,5.3036329
1667,0.85,1.05,12,2,36.152068,44.49396,73.811504,61.995821,19.36683,67.202975,8.6133905,19.357899,11.793023
1668,0.85,1.05,12,3,43.650867,74.148277,37.077874,18.818054,66.912761,62.82253,18.808842,11.634016,8.2851615
1669,0.85,1.05,12,4,82.631153,39.243708,49.196,75.180282,69.078779,19.085018,9.539107,9.5366663,19.075773
1670,0.85,1.05,12,5,19.083496,19.084105,19.081508,19.081889,19.084486,19.082498,19.075821,19.078417,19.076335
1671,0.85,1.05,13,1,84.920371,72.818957,79.714623,85.301673,78.895828,73.263284,2.9856268,2.9850077,5.9706325
1672,0.85,1.05,13,2,37.576632,45.94889,75.565228,63.594662,21.10682,68.873782,9.4699401,21.098041,12.880347
1673,0.85,1.05,13,3,45.000943,75.938671,38.59579,20.516226,68.541687,64.517383,20.507202,12.723694,9.1069559
1674,0.85,1.05,13,4,84.92037,40.81336,50.883503,77.32066,71.098959,20.802582,10.398095,10.395398,20.793492
1675,0.85,1.05,13,5,20.801353,20.802054,20.798972,20.799445,20.802527,20.800146,20.793489,20.79657,20.794086
1676,0.85,1.05,14,1,88.525879,75.72887,82.628917,88.6826,82.291695,75.912032,3.640185,3.6394046,7.279587
1677,0.85,1.05,14,2,40.128025,48.473768,78.324659,66.182145,24.393732,71.551015,11.125175,24.385243,14.938236
1678,0.85,1.05,14,3,47.325161,78.766533,41.316327,23.729285,71.135138,67.287081,23.720613,14.797359,10.689985
1679,0.85,1.05,14,4,88.525879,43.56956,53.737092,80.727288,74.347155,24.049371,12.021881,12.018692,24.040573
1680,0.85,1.05,14,5,24.04875,24.049639,24.045527,24.046199,24.050312,24.047089,24.040454,24.044565,24.041223
1681,0.9,1.05,1,1,14.912539,14.537766,14.978275,15.078879,14.641397,14.708345,0.041710266,0.041708288,0.083418536
1682,0.9,1.05,1,2,6.3523394,8.5130911,14.757778,12.16299,1.618418,13.418605,0.75662319,1.6075888,0.85175487
1683,0.9,1.05,1,3,8.5006903,14.762925,6.3689878,1.6028613,13.414508,12.175843,1.5917469,0.84534384,0.74719426
1684,0.9,1.05,1,4,14.912539,6.410036,8.6020158,13.560581,12.287519,1.6106537,0.79985957,0.79980979,1.5996694
1685,0.9,1.05,1,5,1.6071538,1.607174,1.6071537,1.6071428,1.6071631,1.607163,1.5998276,1.5998478,1.5998397
1686,0.9,1.05,2,1,23.314562,22.359698,23.394961,23.677191,22.654829,22.737561,0.06448047,0.064475884,0.12895632
1687,0.9,1.05,2,2,10.405192,12.554118,22.880689,19.200521,1.6554787,20.445006,0.75071255,1.6444952,0.89591331
1688,0.9,1.05,2,3,12.534402,22.88797,10.431287,1.6316368,20.437941,19.22003,1.6202294,0.88513206,0.73728886
1689,0.9,1.05,2,4,23.314562,10.592991,12.791596,20.834068,19.561302,1.6435652,0.81621663,0.81613979,1.6323564
1690,0.9,1.05,2,5,1.6399388,1.6399602,1.6399395,1.6399255,1.6399462,1.6399469,1.6324611,1.6324817,1.6324742
1691,0.9,1.05,3,1,27.104272,25.793759,27.16498,27.567099,26.216918,26.279677,0.074525794,0.074519711,0.14904547
1692,0.9,1.05,3,2,12.219427,14.33765,26.484809,22.330457,1.6653341,23.556395,0.74573156,1.6543228,0.91166916
1693,0.9,1.05,3,3,14.314684,26.49302,12.249682,1.638051,23.548,22.352902,1.6265616,0.89901601,0.73074023
1694,0.9,1.05,3,4,27.104272,12.495456,14.672305,24.108772,22.849337,1.6516944,0.82025935,0.8201709,1.6404302
1695,0.9,1.05,3,5,1.6480381,1.6480598,1.648039,1.6480236,1.6480444,1.6480453,1.6405223,1.640543,1.6405357
1696,0.9,1.05,4,1,32.324869,30.439381,32.316329,32.923775,31.083528,31.074648,0.17503414,0.17501722,0.35005128
1697,0.9,1.05,4,2,13.92102,17.72418,31.378812,26.094051,3.2276221,28.306399,1.4290177,3.2169546,1.798997
1698,0.9,1.05,4,3,17.669959,31.399505,13.991908,3.1661121,28.287441,26.148124,3.154926,1.7729762,1.3934568
1699,0.9,1.05,4,4,32.324869,14.304923,18.252327,29.163086,26.869464,3.1968301,1.59304,1.592837,3.1858769
1700,0.9,1.05,4,5,3.1933613,3.1934107,3.193334,3.1933163,3.193393,3.1933657,3.1860299,3.1861065,3.1860633
1701,0.9,1.05,5,1,37.040484,34.548138,36.920774,37.756691,35.440061,35.314929,0.29633677,0.29630409,0.59264072
1702,0.9,1.05,5,2,15.548877,20.734508,35.726628,29.475376,4.7251978,32.510789,2.0715684,4.714802,2.6687964
1703,0.9,1.05,5,3,20.642652,35.762983,15.667383,4.6253148,32.479488,29.567949,4.6143754,2.6294263,2.011641
1704,0.9,1.05,5,4,37.040484,16.043702,21.479847,33.711324,30.536349,4.6751315,2.332381,2.3320442,4.6644252
1705,0.9,1.05,5,5,4.6718272,4.6719083,4.6717459,4.6717331,4.6718955,4.6718143,4.6646188,4.6647809,4.6646765
1706,0.9,1.05,6,1,39.930887,37.014785,39.718374,40.71834,38.0858,37.862935,0.31771882,0.31768166,0.63540033
1707,0.9,1.05,6,2,16.885349,22.00856,38.356835,31.77179,4.7517102,34.766507,2.0692797,4.7412746,2.7024932
1708,0.9,1.05,6,3,21.909289,38.395074,17.01316,4.6456801,34.732058,31.870753,4.634675,2.6594391,2.007263
1709,0.9,1.05,6,4,39.930887,17.500492,22.892908,36.197847,33.052451,4.6985389,2.3440693,2.3437097,4.6877791
1710,0.9,1.05,6,5,4.6952042,4.6952873,4.6951233,4.6951085,4.6952725,4.6951916,4.6879586,4.6881223,4.6880181
1711,0.9,1.05,7,1,51.874908,46.929946,51.025882,52.873629,48.932603,48.031601,0.66267677,0.66258043,1.3252569
1712,0.9,1.05,7,2,21.580008,28.619207,48.917387,40.406857,7.6724581,44.565456,3.2923616,7.6623783,4.4769112
1713,0.9,1.05,7,3,28.409381,48.997921,21.841401,7.4717726,44.492428,40.614363,7.4610976,4.4003836,3.1742397
1714,0.9,1.05,7,4,51.874908,22.682959,30.281632,47.263255,42.794289,7.5714526,3.7808635,3.7801462,7.5610096
1715,0.9,1.05,7,5,7.5683786,7.5685433,7.5681221,7.5681311,7.5685522,7.5682958,7.5612068,7.5616275,7.5613336
1716,0.9,1.05,8,1,60.667854,53.953362,59.057203,61.713587,56.848734,55.12662,1.0027964,1.0026328,2.0054287
1717,0.9,1.05,8,2,25.191887,33.230475,56.367781,46.6177,10.007712,51.408647,4.2894417,9.9978541,5.9263752
1718,0.9,1.05,8,3,32.909337,56.488492,25.581138,9.72774,51.29506,46.931307,9.717304,5.8232301,4.1268382
1719,0.9,1.05,8,4,60.667854,26.775299,35.628559,55.326434,50.085237,9.866297,4.9285538,4.927509,9.8560628
1720,0.9,1.05,8,5,9.8634376,9.8636856,9.8629739,9.8630166,9.8637283,9.8632646,9.8562431,9.8569542,9.8564416
1721,0.9,1.05,9,1,64.213508,56.736623,62.218597,65.243114,60.037938,57.899348,1.1783261,1.1781265,2.3564519
1722,0.9,1.05,9,2,26.684827,35.098035,59.294797,49.071405,11.135964,54.109165,4.7837576,11.12621,6.6281231
1723,0.9,1.05,9,3,34.719153,59.435902,27.138067,10.819117,53.974108,49.439381,10.808801,6.5137773,4.6004615
1724,0.9,1.05,9,4,64.213508,28.483243,37.829752,58.587904,53.035276,10.975636,5.4833542,5.4821484,10.965503
1725,0.9,1.05,9,5,10.97289,10.973184,10.972305,10.972369,10.973248,10.972663,10.965668,10.966547,10.965907
1726,0.9,1.05,10,1,72.4789,63.160239,69.410585,73.377551,67.495557,64.189492,1.7132998,1.7129863,3.4262851
1727,0.9,1.05,10,2,30.347619,39.547035,65.955693,54.706055,14.372831,60.297204,6.2475633,14.363365,8.6416249
1728,0.9,1.05,10,3,38.992173,66.15745,30.986982,13.956517,60.094916,55.237594,13.946552,8.5025779,6.0064196
1729,0.9,1.05,10,4,72.4789,32.67902,43.121709,66.225417,59.95191,14.161044,7.0764352,7.0747661,14.151201
1730,0.9,1.05,10,5,14.158666,14.159108,14.15765,14.157796,14.159254,14.158238,14.151305,14.152762,14.151676
1731,0.9,1.05,11,1,79.895403,68.920424,75.657609,80.549429,74.257386,69.677555,2.4267481,2.426278,4.8530245
1732,0.9,1.05,11,2,34.072445,43.823888,71.765456,59.726704,18.372465,65.779145,8.1419106,18.363352,11.127558
1733,0.9,1.05,11,3,43.037278,72.044462,34.938616,17.845793,65.484117,60.470272,17.836266,10.975221,7.8277613
1734,0.9,1.05,11,4,79.895403,36.888068,48.19204,73.145411,66.245692,18.102695,9.047725,9.0454863,18.093211
1735,0.9,1.05,11,5,18.100851,18.101513,18.099138,18.099428,18.101803,18.100089,18.093196,18.09557,18.093767
1736,0.9,1.05,12,1,82.631153,71.069009,77.917688,83.161079,76.78151,71.684472,2.7790285,2.7784795,5.5575062
1737,0.9,1.05,12,2,35.641112,45.539947,73.87976,61.598342,20.249481,67.808339,9.0600987,20.240534,12.293969
1738,0.9,1.05,12,3,44.641184,74.195354,36.610336,19.675237,67.466649,62.443674,19.665914,12.14252,8.7093649
1739,0.9,1.05,12,4,82.631153,38.625103,50.192873,75.724391,68.605674,19.95437,9.9737802,9.9712749,19.945055
1740,0.9,1.05,12,5,19.95281,19.953587,19.950706,19.951079,19.95396,19.951856,19.944969,19.947849,19.945646
1741,0.9,1.05,13,1,84.920371,72.887478,79.793767,85.331492,78.91134,73.366074,3.1271665,3.1265383,6.2537027
1742,0.9,1.05,13,2,37.079,47.068537,75.642628,63.18703,22.051319,69.521327,9.9577127,22.042532,13.414135
1743,0.9,1.05,13,3,46.060864,75.993375,38.144455,21.433631,69.133164,64.130886,21.424503,13.26804,9.5697451
1744,0.9,1.05,13,4,84.92037,40.194551,51.948179,77.898537,70.605589,21.732855,10.863232,10.86047,21.723702
1745,0.9,1.05,13,5,21.731587,21.732482,21.729069,21.729533,21.732946,21.730428,21.72354,21.726952,21.724326
1746,0.9,1.05,14,1,88.525879,75.810824,82.728546,88.721174,82.308633,76.038799,3.8095141,3.8087271,7.6182383
1747,0.9,1.05,14,2,39.670295,49.723416,78.419553,65.76274,25.447077,72.273419,11.690489,25.438596,15.528152
1748,0.9,1.05,14,3,48.508728,78.836324,40.908972,24.75278,71.793612,66.893542,24.744018,15.404654,11.225307
1749,0.9,1.05,14,4,88.525879,42.966418,54.921183,81.363793,73.822877,25.086872,12.540637,12.537389,25.078025
1750,0.9,1.05,14,5,25.08621,25.087346,25.082807,25.083469,25.088007,25.084605,25.077697,25.082234,25.078706
1751,0.95,1.05,1,1,14.912539,14.538031,14.978393,15.078872,14.641532,14.708599,0.043948879,0.043946805,0.087895665
1752,0.95,1.05,1,2,6.2552058,8.6108097,14.75815,12.10667,1.707266,13.475535,0.79872901,1.6963288,0.89845291
1753,0.95,1.05,1,3,8.5972268,14.762845,6.2727165,1.6908499,13.470468,12.119738,1.6796155,0.8917982,0.78867737
1754,0.95,1.05,1,4,14.912539,6.3129058,8.6988173,13.61682,12.23115,1.6990729,0.84401311,0.84396082,1.6879739
1755,0.95,1.05,1,5,1.6955456,1.695568,1.6955452,1.6955343,1.6955572,1.6955568,1.6881429,1.6881657,1.6881569
1756,0.95,1.05,2,1,23.314562,22.360331,23.395286,23.677205,22.655134,22.738199,0.067941902,0.067937088,0.13587896
1757,0.95,1.05,2,2,10.303522,12.656572,22.881483,19.14209,1.7455127,20.504787,0.79212469,1.7344291,0.9445831
1758,0.95,1.05,2,3,12.634937,22.887913,10.330837,1.720369,20.496093,19.161784,1.7088402,0.93332317,0.7778688
1759,0.95,1.05,2,4,23.314562,10.491463,12.892567,20.892603,19.50264,1.7329487,0.86085464,0.86077386,1.7216285
1760,0.95,1.05,2,5,1.7292904,1.7293143,1.729291,1.7292774,1.7293007,1.7293013,1.7217389,1.7217621,1.7217541
1761,0.95,1.05,3,1,27.104272,25.794603,27.165438,27.567137,26.217314,26.280545,0.078526861,0.078520499,0.15704733
1762,0.95,1.05,3,2,12.116792,14.441478,26.485828,22.271599,1.7556299,23.617036,0.78675432,1.7445219,0.96105023
1763,0.95,1.05,3,3,14.416265,26.493008,12.148422,1.7268632,23.606717,22.294213,1.7152513,0.94781788,0.77085002
1764,0.95,1.05,3,4,27.104272,12.39293,14.774438,24.167922,22.790098,1.7412484,0.86498351,0.86489049,1.729874
1765,0.95,1.05,3,5,1.7375592,1.7375834,1.73756,1.7375452,1.7375686,1.7375695,1.7299707,1.729994,1.7299862
1766,0.95,1.05,4,1,32.324869,30.441694,32.317685,32.92395,31.084569,31.0771,0.18435913,0.18434144,0.36870048
1767,0.95,1.05,4,2,13.733033,17.92089,31.381254,25.984586,3.4022395,28.42115,1.5079675,3.3914833,1.8953607
1768,0.95,1.05,4,3,17.861673,31.399925,13.807456,3.3374122,28.398017,26.039449,3.3261063,1.8683506,1.4701289
1769,0.95,1.05,4,4,32.324869,14.115286,18.445611,29.274748,26.758376,3.3697857,1.67947,1.679257,3.358727
1770,0.95,1.05,4,5,3.3662892,3.366346,3.3662597,3.3662419,3.3663283,3.3662988,3.358886,3.3589722,3.358926
1771,0.95,1.05,5,1,37.040484,34.552523,36.923519,37.757143,35.441958,35.319701,0.3120076,0.31197351,0.62398096
1772,0.95,1.05,5,2,15.292248,21.016138,35.730922,29.322457,4.9787118,32.674654,2.1860516,4.9682371,2.8096058
1773,0.95,1.05,5,3,20.916184,35.764299,15.416955,4.8735024,32.636684,29.41679,4.862448,2.7690307,2.1221843
1774,0.95,1.05,5,4,37.040484,15.781802,21.756181,33.870293,30.379753,4.9259717,2.4577596,2.457407,4.9151666
1775,0.95,1.05,5,5,4.9226446,4.9227396,4.922557,4.9225437,4.9227263,4.9226387,4.9153647,4.915547,4.915435
1776,0.95,1.05,6,1,39.930887,37.019796,39.721629,40.718938,38.087916,37.868477,0.33452409,0.33448538,0.66900931
1777,0.95,1.05,6,2,16.6257,22.293329,38.361785,31.617935,5.0061935,34.932422,2.1834679,4.9956813,2.8448643
1778,0.95,1.05,6,3,22.185266,38.396658,16.760081,4.8945183,34.89067,31.718629,4.8833967,2.8004103,2.1174208
1779,0.95,1.05,6,4,39.930887,17.235248,23.171983,36.358295,32.894331,4.9501869,2.4698527,2.469476,4.9393287
1780,0.95,1.05,6,5,4.9468277,4.9469251,4.9467407,4.9467254,4.9469098,4.9468228,4.9395111,4.9396952,4.9395837
1781,0.95,1.05,7,1,51.874908,46.942573,51.035386,52.876008,48.937374,48.046557,0.69725754,0.69715747,1.3944146
1782,0.95,1.05,7,2,21.215843,29.063988,48.92947,40.181592,8.0738426,44.823735,3.4731812,8.0637083,4.7048072
1783,0.95,1.05,7,3,28.836797,49.003808,21.490931,7.8627357,44.736282,40.393449,7.8519528,4.6266149,3.3472591
1784,0.95,1.05,7,4,51.874908,22.300068,30.715367,47.509937,42.556432,7.967573,3.9788974,3.9781486,7.957046
1785,0.95,1.05,7,5,7.9644792,7.9646765,7.9642044,7.9642117,7.9646839,7.964409,7.9572334,7.9577051,7.9573908
1786,0.95,1.05,8,1,60.667853,53.974275,59.074654,61.718626,56.855924,55.152727,1.0545795,1.0544102,2.1089891
1787,0.95,1.05,8,2,24.77122,33.796709,56.388119,46.34734,10.520461,51.736696,4.5236188,10.510565,6.2195864
1788,0.95,1.05,8,3,33.450301,56.500003,25.180688,10.22623,51.601921,46.667943,10.215694,6.1150847,4.3501885
1789,0.95,1.05,8,4,60.667854,26.321006,36.178186,55.636013,49.792515,10.371803,5.1812922,5.1802044,10.361497
1790,0.95,1.05,8,5,10.368926,10.369226,10.36843,10.36847,10.369266,10.36877,10.361651,10.362446,10.361899
1791,0.95,1.05,9,1,64.213508,56.761848,62.240535,65.24975,60.046253,57.93154,1.2388622,1.2386559,2.4775174
1792,0.95,1.05,9,2,26.245003,35.720671,59.319594,48.782637,11.700669,54.469429,5.0440692,11.690884,6.9515338
1793,0.95,1.05,9,3,35.312703,59.450637,26.721611,11.367831,54.309856,49.159038,11.357418,6.8362298,4.8485077
1794,0.95,1.05,9,4,64.213508,28.001719,38.43279,58.925956,52.718861,11.532194,5.7616238,5.7603701,11.521994
1795,0.95,1.05,9,5,11.529432,11.529788,11.528805,11.528867,11.529849,11.529223,11.522124,11.523106,11.522423
1796,0.95,1.05,10,1,72.4789,63.1984,69.44716,73.389668,67.50683,64.240886,1.8000039,1.7996817,3.5996844
1797,0.95,1.05,10,2,29.878497,40.323865,65.994453,54.375035,15.079857,60.744912,6.5839428,15.070381,9.0465465
1798,0.95,1.05,10,3,39.729394,66.182852,30.549805,14.643055,60.508658,54.919513,14.633005,8.9086445,6.3264112
1799,0.95,1.05,10,4,72.4789,32.143258,43.869443,66.638926,59.576813,14.857543,7.4246881,7.4229597,14.847648
